EmployeeID,Name,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,BusinessTravel,DistanceFromHome,Attrition
1094,Employee_94,44,Male,HR,Analyst,PhD,Medical,Single,108059,79,200,12757,No,21,16,10,2,5,1,2,3,Non-Travel,6,No
1095,Employee_95,45,Female,Finance,Analyst,High School,Arts,Married,51727,127,1110,17654,Yes,12,15,10,7,0,3,3,3,Travel_Frequently,26,No
1096,Employee_96,58,Female,Sales,Manager,PhD,Science,Divorced,26005,133,340,13258,Yes,4,13,4,8,1,1,1,4,Non-Travel,39,Yes
1097,Employee_97,56,Female,Sales,Scientist,High School,Medical,Single,80697,162,847,3468,No,20,12,3,7,6,1,3,4,Travel_Rarely,12,No
1098,Employee_98,43,Male,R&D,Executive,High School,Business,Married,31029,74,387,15208,Yes,25,5,4,3,0,1,2,1,Travel_Frequently,35,No
1099,Employee_99,48,Female,IT,Analyst,High School,Medical,Married,29226,137,1351,16042,No,14,2,7,0,0,3,1,2,Travel_Frequently,14,No
1100,Employee_100,56,Male,Finance,Technician,Bachelor,Engineering,Married,78646,63,400,16639,Yes,11,13,2,3,0,3,2,3,Non-Travel,22,No
1101,Employee_101,22,Male,Operations,Technician,PhD,Science,Single,75603,151,1350,12546,No,32,13,6,8,7,1,4,4,Travel_Frequently,23,Yes
1102,Employee_102,56,Male,Operations,Analyst,High School,Business,Divorced,43731,199,456,13327,Yes,11,14,5,1,3,2,1,3,Travel_Rarely,7,Yes
1103,Employee_103,58,Male,HR,Scientist,PhD,Arts,Married,83926,132,746,15270,Yes,18,7,11,2,3,1,1,4,Travel_Rarely,25,No
1104,Employee_104,35,Female,Finance,Scientist,Bachelor,Business,Married,20997,159,393,16523,No,27,14,0,9,1,2,3,1,Travel_Rarely,13,No
1105,Employee_105,24,Female,Operations,Developer,High School,Arts,Married,70506,180,902,15300,Yes,18,12,6,7,0,1,1,1,Non-Travel,21,No
1106,Employee_106,22,Male,HR,Technician,Master,Business,Married,93229,68,1327,11775,Yes,23,16,6,5,9,4,2,3,Travel_Frequently,10,Yes
1107,Employee_107,26,Male,IT,Developer,Bachelor,Medical,Married,64815,77,1488,13265,Yes,11,2,11,7,8,1,3,1,Travel_Frequently,9,Yes
1108,Employee_108,47,Male,HR,Technician,Master,Medical,Divorced,57092,120,1001,17673,Yes,21,5,0,6,6,1,4,3,Travel_Frequently,15,Yes
1109,Employee_109,35,Female,Operations,Executive,PhD,Medical,Divorced,77539,112,1141,7614,Yes,5,4,8,4,3,3,2,4,Travel_Rarely,2,Yes
1110,Employee_110,48,Male,R&D,Executive,PhD,Engineering,Married,81077,122,1483,4252,Yes,23,16,5,8,5,2,4,2,Travel_Frequently,25,No
1111,Employee_111,30,Male,R&D,Manager,Bachelor,Arts,Single,36817,173,613,8415,No,25,1,11,3,1,4,4,1,Travel_Rarely,13,No
1112,Employee_112,36,Female,R&D,Developer,PhD,Medical,Divorced,52861,168,1298,17662,No,10,14,1,5,6,2,4,4,Travel_Frequently,34,No
1113,Employee_113,36,Female,Operations,Analyst,Master,Engineering,Single,28428,170,1109,12116,No,22,4,4,1,1,4,1,2,Travel_Rarely,34,No
1114,Employee_114,47,Male,R&D,Developer,High School,Arts,Divorced,58934,68,387,17964,Yes,19,19,10,1,9,1,2,2,Travel_Frequently,35,Yes
1115,Employee_115,34,Female,Finance,Analyst,High School,Business,Married,25258,191,244,5958,No,1,5,3,1,7,3,2,2,Non-Travel,38,No
1116,Employee_116,53,Female,IT,Scientist,High School,Engineering,Divorced,72775,169,282,5276,Yes,7,5,6,9,7,3,1,4,Non-Travel,3,Yes
1117,Employee_117,53,Male,HR,Developer,Bachelor,Science,Married,96580,110,1346,5776,Yes,4,17,7,6,0,2,3,4,Travel_Rarely,6,No
1118,Employee_118,25,Female,HR,Scientist,PhD,Engineering,Divorced,109947,79,557,18208,Yes,1,17,10,1,7,3,4,3,Travel_Rarely,19,No
1119,Employee_119,51,Male,Operations,Executive,Master,Engineering,Married,20469,58,1289,4832,Yes,15,3,10,1,1,2,2,2,Travel_Frequently,3,No
1120,Employee_120,58,Female,R&D,Executive,PhD,Arts,Married,43854,113,1135,15901,No,12,16,0,8,5,2,1,2,Travel_Frequently,18,No
1121,Employee_121,44,Male,R&D,Manager,PhD,Business,Married,21256,169,574,6445,Yes,22,13,4,6,0,4,4,2,Non-Travel,39,No
1122,Employee_122,36,Male,Sales,Developer,PhD,Science,Married,91256,101,361,2380,No,22,13,2,2,4,2,3,3,Travel_Frequently,9,No
1123,Employee_123,50,Male,IT,Scientist,High School,Medical,Single,48937,138,1411,10865,Yes,17,12,0,2,6,4,3,2,Travel_Rarely,12,Yes
1124,Employee_124,57,Female,Finance,Analyst,Master,Medical,Married,114134,191,521,14926,No,29,6,11,6,9,3,4,4,Travel_Rarely,5,No
1125,Employee_125,34,Male,HR,Executive,Master,Engineering,Single,16651,102,649,12580,No,14,11,2,4,0,2,3,2,Travel_Rarely,3,No
1126,Employee_126,53,Female,Sales,Executive,PhD,Arts,Single,65288,127,1236,6634,No,20,14,5,9,1,2,2,1,Travel_Rarely,11,Yes
1127,Employee_127,28,Male,Sales,Analyst,High School,Arts,Married,99730,90,383,6810,No,33,18,6,5,6,1,2,4,Travel_Rarely,30,No
1128,Employee_128,43,Male,Operations,Scientist,High School,Medical,Single,40051,117,310,11179,No,15,10,7,7,5,2,2,3,Non-Travel,4,No
1129,Employee_129,49,Female,HR,Scientist,Master,Science,Divorced,42386,57,707,13251,No,12,14,10,8,2,2,3,2,Non-Travel,5,No
1130,Employee_130,23,Male,Operations,Developer,High School,Business,Married,90054,51,494,14131,Yes,20,11,3,0,9,1,2,1,Travel_Rarely,1,No
1131,Employee_131,27,Male,Finance,Developer,High School,Science,Single,31184,154,1103,13707,No,30,2,2,2,1,1,1,3,Travel_Frequently,27,No
1132,Employee_132,49,Female,Sales,Technician,High School,Business,Married,48787,174,1438,19233,Yes,3,16,4,6,9,3,2,3,Travel_Rarely,28,No
1133,Employee_133,49,Male,Sales,Technician,Bachelor,Medical,Married,36621,159,1173,3749,No,28,2,8,5,3,2,2,4,Non-Travel,29,No
1134,Employee_134,41,Male,IT,Manager,PhD,Business,Married,90564,135,831,14156,Yes,26,18,5,6,2,3,3,3,Travel_Rarely,18,No
1135,Employee_135,51,Male,Finance,Executive,Master,Arts,Single,92984,169,1250,17589,No,30,19,8,7,6,3,2,3,Non-Travel,12,No
1136,Employee_136,32,Male,Sales,Developer,Master,Engineering,Divorced,74792,176,932,4450,No,13,3,5,5,7,1,4,3,Non-Travel,13,No
1137,Employee_137,49,Female,Finance,Scientist,Bachelor,Engineering,Divorced,60253,65,1454,8214,Yes,13,2,1,2,1,4,1,3,Travel_Rarely,2,No
1138,Employee_138,46,Female,HR,Analyst,PhD,Medical,Single,49051,111,520,12814,No,2,15,4,1,9,3,3,2,Travel_Rarely,37,No
1139,Employee_139,54,Male,R&D,Scientist,Master,Arts,Married,64811,162,1112,6141,No,2,11,11,6,6,4,1,2,Travel_Frequently,16,No
1140,Employee_140,22,Female,Sales,Executive,High School,Science,Single,45447,61,1456,3708,No,26,7,10,0,7,2,4,2,Non-Travel,24,No
1141,Employee_141,48,Male,IT,Technician,Master,Arts,Single,98930,84,636,19375,Yes,11,16,8,2,5,1,3,2,Travel_Frequently,35,No
1142,Employee_142,34,Female,HR,Scientist,High School,Engineering,Single,115037,60,980,16088,No,8,6,7,3,5,2,3,1,Travel_Rarely,22,No
1143,Employee_143,24,Male,Finance,Manager,Bachelor,Engineering,Married,45254,113,1276,12834,Yes,22,10,6,0,9,2,2,2,Non-Travel,36,Yes
1144,Employee_144,27,Male,Operations,Executive,High School,Arts,Single,99045,99,925,13278,No,20,17,0,4,0,1,1,3,Travel_Frequently,11,No
1145,Employee_145,29,Male,HR,Technician,Master,Arts,Married,72418,198,230,11014,No,8,0,3,9,3,2,4,2,Travel_Frequently,29,No
1146,Employee_146,48,Male,Sales,Analyst,Master,Engineering,Single,29472,118,536,4273,Yes,29,2,11,2,0,1,4,2,Travel_Frequently,35,Yes
1147,Employee_147,30,Male,Finance,Technician,Master,Science,Divorced,18471,97,382,15367,No,26,3,6,1,3,4,3,4,Travel_Rarely,15,Yes
1148,Employee_148,58,Male,R&D,Manager,Bachelor,Medical,Single,110804,69,1246,5538,No,30,12,10,2,1,2,2,3,Travel_Rarely,31,No
1149,Employee_149,54,Female,HR,Executive,Bachelor,Medical,Single,23329,150,743,13541,Yes,17,5,6,7,4,1,3,2,Travel_Rarely,16,Yes
1150,Employee_150,45,Male,Sales,Analyst,PhD,Arts,Divorced,49865,186,1297,9712,No,20,13,5,5,9,3,3,2,Non-Travel,10,No
1151,Employee_151,36,Female,IT,Manager,Master,Medical,Married,61850,117,1233,10168,Yes,16,4,7,6,8,2,3,2,Travel_Rarely,32,No
1152,Employee_152,53,Male,Operations,Technician,High School,Engineering,Married,69220,84,859,4551,Yes,7,15,10,5,9,4,3,1,Non-Travel,2,No
1153,Employee_153,53,Female,Finance,Manager,Bachelor,Engineering,Single,108808,114,359,13297,Yes,16,14,5,5,2,1,4,2,Travel_Frequently,24,No
1154,Employee_154,45,Female,HR,Executive,Master,Arts,Divorced,21397,57,1237,11965,No,27,14,9,2,7,2,4,4,Travel_Frequently,23,No
1155,Employee_155,33,Female,HR,Developer,Master,Arts,Married,112909,94,1401,3832,Yes,23,3,2,7,2,2,3,3,Travel_Rarely,2,No
1156,Employee_156,23,Male,R&D,Manager,Bachelor,Arts,Single,50525,136,611,14422,Yes,24,7,3,6,5,2,3,3,Travel_Frequently,38,No
1157,Employee_157,24,Male,R&D,Manager,PhD,Science,Divorced,68072,125,1211,1152,No,9,15,2,6,3,4,2,2,Travel_Rarely,31,No
1158,Employee_158,58,Female,IT,Technician,Bachelor,Medical,Married,105106,125,252,12156,Yes,20,15,0,5,7,1,3,2,Non-Travel,26,No
1159,Employee_159,38,Male,Operations,Technician,Bachelor,Arts,Married,98820,96,607,12108,No,17,3,9,4,5,3,4,2,Travel_Frequently,29,No
1160,Employee_160,23,Female,IT,Analyst,High School,Business,Divorced,99530,64,1046,3800,No,31,12,4,9,7,3,1,3,Travel_Rarely,3,Yes
1161,Employee_161,23,Male,Sales,Technician,High School,Business,Divorced,38284,154,1245,6310,No,8,12,0,7,0,3,4,3,Travel_Frequently,14,No
1162,Employee_162,49,Female,Sales,Scientist,PhD,Engineering,Divorced,76330,196,1253,10944,No,15,1,0,4,5,1,2,1,Travel_Frequently,25,Yes
1163,Employee_163,44,Female,IT,Executive,Master,Medical,Divorced,98369,75,902,3610,Yes,31,2,1,8,0,3,4,4,Travel_Rarely,1,No
1164,Employee_164,58,Male,Operations,Executive,Bachelor,Arts,Single,40122,101,459,13067,Yes,30,7,3,8,0,4,1,1,Travel_Frequently,3,Yes
1165,Employee_165,53,Female,IT,Developer,PhD,Business,Divorced,85553,142,1428,2104,Yes,20,14,5,0,7,1,3,4,Travel_Frequently,26,No
1166,Employee_166,54,Male,Operations,Developer,High School,Medical,Married,96906,199,1282,11728,Yes,12,10,7,5,6,2,1,1,Travel_Frequently,18,No
1167,Employee_167,22,Female,Operations,Executive,Bachelor,Engineering,Married,109788,70,975,8263,Yes,17,8,2,6,2,4,3,3,Travel_Frequently,9,Yes
1168,Employee_168,40,Female,Finance,Developer,Master,Science,Single,77812,100,1235,2914,No,30,6,0,2,5,2,3,1,Non-Travel,38,No
1169,Employee_169,23,Male,Operations,Analyst,High School,Medical,Married,22999,87,1049,1406,Yes,29,12,2,6,8,3,4,4,Travel_Frequently,23,No
1170,Employee_170,47,Male,R&D,Technician,High School,Medical,Married,37436,69,553,14689,Yes,19,1,11,6,6,4,4,2,Travel_Frequently,21,No
1171,Employee_171,53,Male,Operations,Executive,High School,Science,Divorced,57963,181,1298,1166,Yes,11,7,2,1,2,1,4,4,Travel_Rarely,1,No
1172,Employee_172,27,Female,Operations,Developer,PhD,Medical,Married,17096,104,1072,1508,No,34,6,4,6,5,4,2,2,Non-Travel,21,No
1173,Employee_173,53,Male,Operations,Executive,Master,Engineering,Single,40279,141,1190,19045,No,7,11,10,0,3,2,4,3,Travel_Rarely,27,No
1174,Employee_174,25,Female,Sales,Scientist,Bachelor,Engineering,Divorced,41201,77,1464,4664,Yes,34,18,11,4,2,1,2,4,Travel_Rarely,6,No
1175,Employee_175,32,Female,R&D,Manager,PhD,Science,Divorced,34715,53,1217,14050,No,20,6,11,8,8,4,4,1,Travel_Rarely,36,No
1176,Employee_176,38,Male,R&D,Technician,PhD,Arts,Single,44309,199,1377,1680,Yes,24,9,3,6,9,4,3,4,Non-Travel,28,Yes
1177,Employee_177,59,Male,IT,Executive,PhD,Business,Divorced,30078,125,1319,19908,Yes,10,15,3,6,1,4,2,2,Travel_Rarely,17,No
1178,Employee_178,45,Female,Finance,Manager,High School,Arts,Divorced,71614,116,493,19504,No,32,2,8,1,0,4,1,3,Travel_Rarely,3,No
1179,Employee_179,26,Female,Operations,Developer,Master,Medical,Single,20105,135,408,5357,No,15,9,6,7,1,1,2,1,Travel_Rarely,12,Yes
1180,Employee_180,55,Male,HR,Manager,PhD,Business,Divorced,109848,140,1311,2363,Yes,20,5,3,2,6,2,2,4,Travel_Frequently,39,No
